#{"t_start": 1779600975.013974, "env_id": "None"}
r,l,t
-11.006626,66,551.568556
-10.748965,117,551.570094
-11.694145,125,551.616825
-11.122934,113,551.657266
-10.92158,71,551.670588
-10.728471,66,551.706779
-11.460433,130,551.74854
-10.870705,92,551.782001
-10.977538,91,551.792299
-10.694616,85,551.82472
-11.234538,81,551.94685
-12.401482,108,552.018975
-10.716481,100,552.052694
-11.379639,135,552.070567
-10.854591,95,552.082549
-11.342284,76,552.123538
-10.864651,64,552.136574
-10.923356,78,552.172599
-10.766106,87,552.193217
-10.792846,68,552.227224
-10.64498,87,552.240593
-10.748624,83,552.284379
-10.816452,65,552.316741
-11.228941,92,552.32087
-10.953694,82,552.354656
-11.08486,78,552.393182
-10.805909,82,552.432505
-10.733435,82,552.43702
-11.2591305,77,552.461938
-10.718709,70,552.49398
-10.8181095,67,552.527542
-10.73381,72,552.538701
-10.857072,79,552.576148
-11.167612,89,552.61913
-10.878001,61,552.623794
-10.839456,70,552.625101
-10.864671,86,552.741277
-10.98738,107,552.763793
-11.014337,146,552.776587
-11.06985,112,552.780998
-10.743819,76,552.855574
-10.849141,114,552.944866
-10.868389,70,552.954404
-11.055822,146,552.974665
-1.3868389,154,552.996616
-10.798968,75,553.050142
-10.731445,84,553.07811
-11.069496,74,553.087643
-10.978451,88,553.126669
-10.921116,61,553.140466
-11.384969,99,553.216387
-11.343584,86,553.247879
-11.085309,141,553.283551
-12.064056,125,553.313482
-10.886445,84,553.441247
-11.950067,145,553.491416
-10.931012,83,553.506264
-11.430292,106,553.506334
-11.047292,59,553.579549
-11.103707,69,553.60668
-1.8472757,122,553.613294
-10.990879,78,553.618526
-10.848646,78,553.694342
-10.921227,111,553.774223
-11.291389,103,553.775883
-11.346761,111,553.781789
-10.921218,67,553.795814
-10.699151,97,553.909019
-10.97808,99,553.920178
-11.765422,90,553.921755
-10.723778,65,553.998952
-10.919278,88,554.037927
-2.032343,195,554.04344
-11.143519,94,554.047614
-10.661947,89,554.119982
-11.136939,84,554.156255
-10.8976555,90,554.171335
-10.807703,110,554.201547
-10.838702,75,554.259314
-10.925552,100,554.259364
-11.034921,84,554.316746
-10.943431,73,554.36817
-10.977446,140,554.371827
-11.161621,78,554.376236
-10.852352,77,554.43178
-11.0208845,63,554.459705
-11.184599,99,554.502597
-11.02128,121,554.54112
-11.018923,74,554.557649
-11.25549,106,554.650258
-2.155757,160,554.651713
-10.715356,106,554.705832
-11.040256,61,554.737652
-10.9323435,88,554.777484
-2.720667,178,554.790624
-10.908283,64,554.797165
-11.1600685,96,554.951356
-10.9637985,106,555.004648
-10.738984,99,555.008486
-10.822222,63,555.037043
-11.94524,161,555.102296
-10.93764,82,555.12123
-10.905334,83,555.159342
-10.674299,113,555.170369
-10.7543955,84,555.225369
-10.945759,74,555.280184
-10.967918,106,555.315416
-11.851224,152,555.351005
-11.275542,83,555.355098
-10.789297,67,555.454048
-10.9066925,101,555.494499
-2.3089366,176,555.538799
-11.104917,71,555.597008
-1.4878798,140,555.650135
-12.849385,241,555.665249
-11.23574,122,555.70646
-10.663676,95,555.724266
-10.892353,60,555.728756
-11.587414,110,555.811353
-10.889083,69,555.818171
-11.393852,83,555.819686
-11.03126,87,555.847604
-10.828015,63,555.907802
-10.791648,74,555.927
-10.673559,87,555.937016
-11.524643,99,555.992841
-10.948886,69,556.009439
-11.132715,75,556.044873
-11.262075,83,556.046358
-11.192374,83,556.107889
-11.177462,102,556.153433
-10.932954,87,556.168676
-11.314716,109,556.201107
-11.298484,101,556.263448
-11.020157,79,556.27582
-11.113604,102,556.402304
-11.067345,77,556.443973
-10.814453,115,556.44402
-10.698901,98,556.482666
-11.0394745,69,556.489178
-10.70248,88,556.560644
-11.045557,118,556.60158
-10.992402,92,556.615378
-11.019195,102,556.62208
-12.241303,116,556.737299
-10.690823,87,556.739184
-11.302939,91,556.76711
-11.001889,105,556.781949
-11.058808,62,556.855894
-11.067719,103,556.886198
-10.784291,115,556.903649
-10.820009,91,556.907895
-12.983509,112,557.008226
-10.792106,84,557.020562
-10.739054,99,557.035673
-1.7100782,140,557.075384
-11.103258,94,557.161456
-10.763787,116,557.17422
-11.113216,134,557.184662
-10.960399,97,557.20383
-10.920715,75,557.263758
-10.870162,78,557.291093
-10.799906,103,557.316454
-11.02047,87,557.323354
-10.836695,89,557.387943
-11.046947,88,557.415745
-11.440826,90,557.4481
-10.962664,103,557.458066
-11.0919285,65,557.474633
-10.759987,71,557.508081
-10.891576,72,557.543528
-11.217865,82,557.591145
-10.672673,112,557.615639
-10.885811,75,557.618571
-11.415991,99,557.68752
-10.764266,79,557.725842
-10.829404,100,557.728703
-10.769932,114,557.769398
-11.065352,87,557.887062
-11.093726,68,557.903499
-10.848131,118,557.975494
-10.705191,89,557.981561
-11.307081,85,558.008634
-1.1908264,109,558.059971
-11.091932,87,558.102342
-11.177298,96,558.108867
-10.846664,72,558.162686
-10.836103,124,558.185104
-11.08886,60,558.189934
-11.015316,66,558.25885
-11.060938,105,558.261997
-10.955193,66,558.280772
-10.943792,74,558.298571
-10.848076,77,558.366177
-10.754217,76,558.386994
-10.90162,66,558.38877
-2.1108441,138,558.455397
-10.916593,58,558.468441
-11.235241,94,558.516999
-11.399477,124,558.536839
-10.801046,94,558.586685
-11.939361,130,558.65269
-10.81507,90,558.67098
-11.110459,116,558.68715
-10.935417,119,558.760877
-11.195313,75,558.780655
-1.1444817,133,558.845379
-10.96693,67,558.856423
-1.8926964,140,558.886097
-10.785879,88,558.902686
-10.953323,83,558.972076
-11.009306,75,558.990821
-10.86803,118,559.008018
-10.913133,108,559.051634
-10.717252,94,559.099316
-10.78769,81,559.100784
-10.933517,78,559.115556
-10.641965,89,559.184047
-10.737782,60,559.192212
-10.698615,74,559.213426
-10.992047,100,559.264179
-10.916244,83,559.37331
-10.779354,114,559.426568
-10.786089,101,559.42964
-10.694025,67,559.432837
-10.951926,79,559.486751
-10.788658,91,559.556147
-10.782535,105,559.569424
-11.458424,109,559.577336
-10.708088,74,559.583904
-10.733972,67,559.665644
-11.080828,96,559.684787
-11.176211,90,559.690133
-11.277887,93,559.708012
-11.306368,73,559.785366
-11.194696,73,559.808984
-11.057653,94,559.820022
-11.430247,121,559.832191
-10.796132,64,559.897661
-11.191464,96,559.91768
-10.890503,82,559.9487
-10.811065,96,559.954496
-10.751772,77,560.004171
-10.788873,75,560.021895
-10.733742,76,560.053172
-11.091959,74,560.056096
-10.939138,61,560.138709
-10.974198,106,560.151081
-11.123043,77,560.158345
-11.608129,106,560.166826
-11.313983,80,560.267857
-10.840063,93,560.294497
-13.498142,129,560.314266
-11.021141,136,560.335918
-11.048357,104,560.410145
-11.022372,105,560.478876
-12.669138,158,560.509159
-2.157188,183,560.568351
-10.71113,118,560.574137
-10.937265,69,560.578299
-11.375894,86,560.632006
-10.937103,78,560.681674
-11.645204,97,560.71332
-11.351341,108,560.719139
-11.174702,114,560.875844
-10.907246,66,560.894968
-11.032225,74,560.900426
-10.734589,118,560.929918
-10.871826,75,560.979488
-11.110423,74,560.997898
-10.8883705,88,561.022075
-10.906568,76,561.036195
-10.985896,68,561.072224
-10.86429,59,561.102869
-11.058327,94,561.127817
-10.966116,77,561.143239
-10.880796,61,561.215198
-11.165831,80,561.217574
-11.082439,105,561.221021
-1.2024918,127,561.317437
-10.68986,80,561.321053
-11.038843,106,561.363876
-11.324787,109,561.363952
-11.430701,96,561.451356
-10.711238,107,561.509197
-1.4218578,127,561.538785
-11.285859,174,561.559232
-11.028805,114,561.616941
-10.757617,86,561.63682
-10.967188,64,561.65119
-11.169749,65,561.707268
-11.232885,137,561.73805
-11.095317,94,561.77123
-10.91408,65,561.801888
-11.547838,109,561.807903
-10.953453,68,561.834612
-11.031961,98,561.959374
-11.46263,121,561.961068
-11.613729,108,561.980575
-10.81176,112,562.016239
-11.055355,85,562.08795
-10.942958,93,562.096918
-10.850029,82,562.100692
-10.856032,83,562.13399
-10.872813,77,562.206069
-11.047335,84,562.211329
-12.019069,117,562.327829
-10.803929,124,562.389171
-11.064846,74,562.39502
-10.907342,109,562.544054
-10.957124,180,562.550111
-10.841451,71,562.647758
-15.260084,224,562.651946
-10.82854,98,562.689542
-10.9587555,68,562.739547
-10.977824,63,562.773001
-15.837299,288,562.797249
-10.90285,145,562.853017
-11.086992,118,562.905043
-11.8472805,103,562.918312
-10.731616,100,562.935194
-11.295012,111,562.999053
-10.702479,86,563.017907
-11.0092535,88,563.035666
-10.625088,83,563.047812
-10.890441,82,563.133451
-10.821675,68,563.14454
-10.621675,119,563.166065
-11.053158,73,563.237154
-11.022338,71,563.266848
-12.687335,179,563.290769
-11.023023,131,563.333125
-10.940563,74,563.395072
-14.080547,180,563.489913
-11.580903,116,563.492623
-14.734524,164,563.49773
-10.828938,128,563.571732
-10.769432,89,563.619121
-11.418883,121,563.654405
-11.039594,140,563.687886
-10.952884,105,563.719978
-10.75068,72,563.725189
-11.07901,77,563.854604
-11.104499,70,563.904876
-11.003639,98,563.91237
-1.2432976,107,563.956443
-11.443774,84,563.967355
-10.952305,87,564.023527
-10.745434,99,564.103961
-11.131175,105,564.123436
-10.994207,155,564.134806
-10.728414,86,564.151304
-10.806395,76,564.213015
-10.760441,74,564.240979
-11.0649395,86,564.276557
-11.894266,127,564.305743
-11.099554,97,564.352023
-11.228838,72,564.406092
-10.975753,127,564.453409
-10.992648,154,564.457384
-10.654063,90,564.476806
-10.98872,86,564.523718
-11.230434,87,564.573823
-10.830008,88,564.580505
-10.819813,92,564.604619
-10.968178,72,564.627385
-10.786985,63,564.663932
-10.825828,76,564.711034
-11.135225,94,564.712734
-10.755171,101,564.764159
-11.113473,98,564.791865
-11.1159315,82,564.816891
-11.0314865,100,564.844455
-10.777012,89,564.938875
-11.364508,136,564.977574
-2.0941978,168,564.990828
-11.44891,137,565.031025
-10.893542,69,565.033621
-10.922368,99,565.125685
-10.967358,83,565.145658
-10.912351,135,565.164685
-1.6699495,120,565.199777
-10.902868,62,565.288173
-10.961742,63,565.329385
-0.8738556,100,565.358312
-10.903353,78,565.393776
-10.856346,70,565.452755
-11.341046,132,565.454439
-11.077238,126,565.49776
-11.069572,105,565.536469
-11.348412,94,565.58675
-11.376259,88,565.63817
-10.652686,80,565.668444
-1.7502489,153,565.686131
-11.021427,73,565.704252
-10.970562,85,565.758193
-10.910719,76,565.792799
-11.029813,85,565.822302
-11.54592,111,565.823906
-10.754097,74,565.861313
-11.05437,68,565.914675
-10.754746,94,565.920931
-11.398824,83,565.937791
-11.054623,71,565.959923
-10.758641,85,566.039314
-10.927241,82,566.040842
-10.770126,77,566.050503
-10.8013,69,566.060162
-10.955467,78,566.160067
-10.702466,71,566.172616
-11.358679,89,566.177783
-11.057855,101,566.205547
-10.900938,68,566.274556
-10.8867,63,566.293799
-11.0864935,106,566.321665
-10.649358,87,566.412963
-3.4378529,189,566.424649
-10.882872,75,566.424724
-11.581165,132,566.458443
-10.653852,80,566.538367
-10.812867,102,566.558997
-10.746184,97,566.563257
-11.440953,113,566.612278
-11.058218,77,566.657472
-10.935528,81,566.66661
-10.938436,120,566.699134
-11.1818285,67,566.829847
-10.658515,107,566.836978
-10.725629,67,566.839846
-10.726295,83,566.895496
-10.914423,76,566.938618
-11.044176,73,566.942008
-10.884675,80,566.956692
-10.83785,68,566.99296
-10.976271,59,567.046466
-10.955797,75,567.053334
-10.771831,120,567.117385
-10.919837,68,567.13729
-11.158551,111,567.150261
-10.800602,76,567.218995
-11.43535,79,567.251299
-1.2065449,150,567.263311
-10.932312,109,567.311003
-11.12888,64,567.319565
-11.027412,81,567.369225
-11.599433,92,567.442397
-10.903153,86,567.485358
-3.189406,194,567.530787
-11.419718,163,567.532317
-11.603487,99,567.573901
-10.710807,104,567.623914
-10.819202,81,567.640884
-12.313872,110,567.681303
-10.694068,99,567.71074
-10.816063,68,567.716244
-10.738026,71,567.738952
-10.7678175,90,567.812798
-10.978455,73,567.819107
-11.326813,77,567.830868
-10.893616,67,567.837873
-10.839774,94,567.942971
-10.452074,97,567.955147
-11.026123,110,567.99068
-11.332513,120,567.997142
-10.979905,98,568.07801
-10.743728,66,568.080581
-10.793076,62,568.081905
-11.412077,150,568.150943
-11.163273,81,568.263189
-11.444764,101,568.290044
-11.334989,114,568.305079
-10.73165,70,568.329576
-10.71992,69,568.393174
-10.940707,93,568.397692
-11.56826,117,568.470262
-10.726377,122,568.500017
-11.309383,93,568.524793
-14.20726,135,568.589019
-10.742424,85,568.597824
-10.749855,76,568.616047
-10.773939,83,568.645588
-11.042296,63,568.679709
-10.829381,77,568.718109
-10.786742,102,568.734453
-10.838647,78,568.748403
-10.897763,62,568.760396
-10.834119,77,568.859317
-11.269806,115,568.90141
-2.3055816,133,568.910613
-11.302803,103,568.912192
-10.677656,76,568.971289
-11.134593,92,569.047765
-10.653417,108,569.078344
-1.9830952,130,569.119377
-11.718123,114,569.158744
-11.186918,77,569.23911
-2.1108413,169,569.306587
-0.8644533,102,569.30941
-10.7884245,91,569.366545
-10.842549,63,569.396988
-10.946369,67,569.399692
-15.410507,252,569.45311
-10.915515,78,569.479492
-11.052155,63,569.4896
-10.835461,67,569.497981
-10.725952,66,569.586424
-11.164726,91,569.613801
-11.274044,103,569.620363
-10.967286,149,569.659366
-11.002947,70,569.684346
-11.405495,74,569.811
-10.728402,94,569.847731
-11.023531,75,569.862204
-10.990692,74,569.883714
-11.377781,74,569.91364
-10.992387,83,569.975548
-11.1096325,107,569.994853
-11.1583395,81,569.994906
-10.867984,61,569.999133
-10.784426,72,570.075535
-11.162136,86,570.118059
-10.855214,88,570.125969
-11.433386,115,570.159901
-10.8688,77,570.184362
-11.225398,78,570.230891
-11.792198,89,570.239021
-11.155914,69,570.251158
-10.731533,102,570.323058
-10.979579,97,570.365634
-11.262199,140,570.438842
-11.022591,79,570.441005
-12.361669,139,570.453274
-11.957614,116,570.5504
-10.925928,105,570.599874
-11.3979845,113,570.617851
-11.850386,124,570.622574
-10.967105,71,570.640209
-10.781767,76,570.701004
-11.29277,95,570.752594
-10.981533,91,570.769963
-10.891408,75,570.80964
-11.403714,162,570.85113
-10.996111,115,570.914427
-12.740016,111,570.926808
-10.858143,100,570.94855
-10.741779,98,570.992409
-10.766861,74,571.057747
-10.839563,104,571.064536
-11.511637,102,571.073798
-10.927564,67,571.087823
-11.1015835,76,571.164964
-11.062448,81,571.179208
-10.827215,74,571.179292
-10.8942795,76,571.197524
-11.034126,77,571.377377
-10.883769,118,571.420791
-11.188222,99,571.424714
-10.924526,112,571.426077
-10.859699,66,571.469088
-11.066527,67,571.516855
-10.874813,71,571.520904
-10.855217,84,571.53511
-10.793271,72,571.625878
-1.1458397,111,571.631658
-11.08896,67,571.638569
-10.849352,95,571.665775
-11.107999,71,571.733376
-10.7957735,61,571.755131
-10.720841,90,571.771573
-11.804728,119,571.803702
-10.848048,111,571.916309
-12.417897,99,571.946782
-3.3868508,164,571.962919
-11.124975,166,572.004254
-10.892158,74,572.014307
-11.904368,99,572.08208
-11.226259,91,572.091597
-10.870881,65,572.106705
-10.900125,99,572.140876
-10.894413,64,572.226401
-11.18639,113,572.234148
-11.406244,119,572.251215
-10.980643,119,572.267865
-10.83435,87,572.346375
-11.525234,85,572.367881
-10.838444,85,572.382031
-11.123537,120,572.399318
-12.369494,110,572.500848
-10.766124,104,572.514303
-11.498481,108,572.535093
-11.315254,102,572.542567
-11.042252,73,572.597775
-11.084055,65,572.620715
-10.893556,95,572.639555
-11.117789,97,572.669282
-11.025374,69,572.691585
-10.985537,77,572.807747
-10.706003,108,572.876795
-10.624271,86,572.896377
-10.800088,77,572.920358
-10.934039,133,572.943907
-11.267802,87,573.001057
-11.04532,60,573.007129
-11.064451,101,573.043891
-11.330638,100,573.089957
-11.401719,97,573.146026
-10.791097,81,573.160457
-11.31195,112,573.163372
-11.034143,85,573.205197
-11.138931,72,573.242346
-12.194714,115,573.315452
-10.697682,126,573.334396
-10.8527,87,573.366315
-12.387618,127,573.385161
-11.11056,64,573.417977
-11.112351,73,573.453419
-10.896883,78,573.493975
-10.823996,86,573.525381
-10.572484,129,573.619014
-11.001667,86,573.653594
-10.965472,143,573.667785
-10.765791,84,573.734017
-14.841976,209,573.798791
-10.481279,107,573.806893
-10.728926,110,573.825945
-10.821964,88,573.861046
-10.801078,105,573.950487
-10.692142,95,573.992431
-2.6804166,174,574.047101
-13.654915,190,574.087236
-10.506692,116,574.106845
-10.881859,88,574.113612
-10.915138,80,574.157475
-10.711603,61,574.171306
-10.703198,89,574.316016
-10.968416,115,574.34462
-10.810099,81,574.362276
-12.269417,138,574.428753
-10.978203,84,574.461945
-11.561799,136,574.50565
-10.8275585,90,574.558243
-2.3926764,149,574.572088
-10.873114,70,574.60522
-12.058889,123,574.636336
-10.823994,72,574.65739
-11.485372,87,574.693501
-11.200493,66,574.696376
-11.329441,80,574.748923
-11.1147175,75,574.767524
-10.854218,107,574.853732
-10.821607,84,574.875147
-1.5577574,125,574.882813
-10.814421,98,574.911832
-11.060282,77,574.965765
-10.974058,111,575.045905
-11.186585,127,575.062577
-11.201665,103,575.114061
-10.919977,75,575.151414
-11.100422,70,575.160183
-11.959537,96,575.283115
-15.610792,282,575.313673
-11.489753,111,575.315885
-3.5142093,158,575.33375
-10.696049,75,575.417198
-11.536903,104,575.457177
-12.032032,131,575.468505
-10.649224,85,575.535318
-10.834201,166,575.565803
-11.23941,89,575.5907
-11.784759,129,575.635342
-10.844091,72,575.635378
-10.977659,87,575.714251
-11.266415,129,575.833672
-11.321634,88,575.848726
-11.101871,88,575.848772
-10.77688,71,575.898057
-10.920081,68,575.940935
-11.24513,83,575.961905
-11.152363,75,576.003746
-10.880535,58,576.045183
-10.997488,161,576.062013
-12.378466,129,576.135212
-11.03443,112,576.174061
-10.738821,85,576.190167
-10.926896,116,576.220027
-10.822444,64,576.225671
-10.917101,73,576.278764
-11.053782,73,576.296298
-10.741308,89,576.410864
-11.06526,136,576.420375
-10.97402,134,576.423336
-10.922986,69,576.500386
-10.981658,70,576.515733
-11.263796,163,576.526005
-10.721374,111,576.569865
-11.635351,97,576.633178
-11.209192,90,576.637077
-10.631086,90,576.690907
-12.945059,146,576.725222
-10.833436,79,576.743602
-11.001109,78,576.746544
-11.092546,86,576.849631
-12.801809,120,576.862754
-11.70872,95,576.88055
-10.766445,130,576.939857
-10.76339,92,577.019796
-1.604495,115,577.021075
-11.17387,78,577.051332
-11.024262,129,577.054242
-10.944495,64,577.108275
-10.924633,95,577.188703
-11.065315,126,577.197085
-11.474772,108,577.203898
-10.9063835,70,577.209437
-10.913218,88,577.397787
-10.642757,85,577.405939
-10.757573,100,577.421899
-10.904769,133,577.45299
-10.75276,75,577.525652
-10.933191,89,577.529891
-11.40838,107,577.547683
-10.802242,79,577.563853
-11.292145,66,577.675485
-10.773077,94,577.683534
-10.825061,99,577.686701
-10.848018,85,577.688828
-11.306497,84,577.810865
-10.77113,82,577.813252
-11.018402,91,577.816206
-1.8958607,135,577.891753
-10.778244,69,577.918352
-10.773425,124,577.999424
-11.32249,147,578.036678
-10.768969,87,578.049316
-11.475573,107,578.054548
-11.004024,81,578.170919
-11.253935,122,578.179302
-10.700965,100,578.200312
-2.4239235,177,578.302505
-10.955627,83,578.307696
-10.918706,73,578.309175
-11.143272,103,578.326324
-10.777866,63,578.407327
-10.953816,78,578.428773
-10.979557,68,578.517599
-10.735803,126,578.530538
-10.738672,69,578.539281
-11.982416,198,578.603485
-10.65354,67,578.609474
-10.944113,73,578.634939
-11.23099,92,578.651843
-10.647875,81,578.712269
-10.59825,124,578.767401
-10.736135,100,578.787472
-11.26633,134,578.89693
-10.874658,59,578.949232
-13.408493,124,578.972489
-11.054171,86,579.02663
-12.715445,123,579.029969
-10.687475,77,579.084717
-11.0917015,131,579.144339
-10.972652,90,579.154814
-10.773761,92,579.160998
-11.411387,109,579.298576
-1.3878117,107,579.31196
-12.262042,182,579.343774
-11.400501,139,579.35196
-10.91789,70,579.411672
-11.460558,126,579.529657
-12.2237,129,579.54301
-11.052753,92,579.549237
-11.241995,173,579.551874
-10.855425,68,579.639973
-10.725634,86,579.650919
-11.599996,91,579.67683
-11.218483,113,579.709887
-11.198617,89,579.757935
-10.714057,92,579.77512
-11.253625,78,579.781522
-10.84013,83,579.885815
-10.902586,80,579.88876
-11.512925,166,579.933182
-1.5503206,137,579.943413
-10.898676,74,579.995308
-10.876049,90,580.015339
-11.089724,70,580.03404
-10.84099,123,580.113588
-11.006141,89,580.133092
-1.8061733,133,580.176274
-10.818936,69,580.22911
-14.669554,150,580.237888
-11.883177,103,580.258371
-11.084281,64,580.418776
-10.947707,89,580.445658
-10.775026,86,580.470323
-13.202794,145,580.470376
-11.514962,91,580.548234
-10.871981,76,580.553445
-10.866421,73,580.572974
-11.177386,113,580.639304
-11.001936,66,580.650158
-11.365922,80,580.675769
-10.678419,68,580.678747
-10.841753,66,580.731924
-10.953553,73,580.778719
-10.844655,91,580.778762
-10.792567,80,580.790897
-12.208633,102,580.867058
-11.154306,67,580.875722
-10.937798,93,580.901049
-1.6509886,120,580.93649
-10.863632,92,580.995317
-10.804277,93,581.02793
-10.82147,83,581.049564
-13.822081,142,581.072836
-11.024523,87,581.110932
-10.814019,66,581.11577
-10.841508,58,581.150844
-10.817066,100,581.191426
-11.225133,76,581.266932
-10.836664,105,581.268488
-10.874027,61,581.282589
-11.151743,142,581.322653
-10.913235,90,581.409357
-10.929012,109,581.418524
-11.509819,108,581.418555
-11.0120535,92,581.455209
-11.930688,97,581.5478
-10.90007,98,581.557078
-11.148377,118,581.582254
-11.255941,94,581.58357
-11.372416,84,581.657593
-11.069304,88,581.674476
-10.833122,86,581.699496
-10.912687,130,581.757947
-10.91581,67,581.866247
-11.265886,99,581.869222
-10.777396,103,581.893613
-10.800638,64,581.987526
-11.483118,111,581.997015
-11.106446,89,581.999585
-0.9940243,110,582.028275
-10.737743,61,582.083852
-10.811687,90,582.127354
-11.099952,82,582.14338
-2.5023823,140,582.183428
-11.069811,96,582.217794
-11.4084835,100,582.264138
-11.333418,127,582.319296
-12.281705,86,582.33837
-10.83464,133,582.370162
-11.030925,90,582.44768
-10.741919,129,582.449276
-10.883149,84,582.458003
-11.176416,80,582.483427
-10.799389,64,582.535544
-10.8095875,67,582.550346
-11.2306385,78,582.55789
-10.883652,101,582.622743
-10.778145,61,582.638755
-11.281684,114,582.693443
-10.70576,111,582.776914
-1.4351053,171,582.786731
-11.145724,124,582.813767
-11.037034,86,582.813807
-10.97992,70,582.874001
-11.142756,100,582.928751
-10.762733,108,582.967609
-11.1050825,114,582.975659
-10.7672825,77,582.984913
-10.846793,98,583.06685
-10.927563,83,583.085798
-11.536173,102,583.121365
-11.994623,110,583.143045
-10.7599945,79,583.194786
-11.91245,96,583.202092
-10.944641,68,583.215187
-11.037484,78,583.247755
-10.721149,77,583.392631
-10.749025,70,583.395615
-10.725835,110,583.432934
-10.928005,106,583.481978
-11.331459,74,583.497321
-10.72409,72,583.533667
-2.4093022,132,583.582246
-11.14866,72,583.583798
-10.985241,106,583.6491
-10.749724,80,583.696987
-10.662778,132,583.719769
-10.908661,111,583.739458
-11.108731,101,583.788435
-11.234464,74,583.799916
-10.78831,103,583.886096
-11.111064,75,583.908795
-12.727676,164,583.952983
-11.036975,96,584.021655
-2.4811301,180,584.044769
-11.404026,100,584.095297
-12.061134,133,584.096846
-10.650872,77,584.152478
-1.4903631,129,584.199947
-10.754967,77,584.201669
-11.45676,84,584.211032
-11.013179,62,584.298594
-11.005762,111,584.307967
-11.117711,123,584.374978
-10.804365,124,584.379346
-11.309578,95,584.434278
-10.981709,64,584.469922
-10.734647,90,584.503038
-11.953082,151,584.521959
-10.7488,89,584.593545
-11.647406,122,584.603694
-11.094908,93,584.633297
-10.867193,81,584.636219
-1.3473454,117,584.853168
-11.51527,102,584.860776
-10.77495,102,584.863639
-11.28378,149,584.890626
-10.995342,80,584.972622
-10.798567,73,584.972663
-11.040218,68,584.990056
-11.158018,101,585.011065
-10.724371,69,585.07296
-11.053173,70,585.091548
-11.711865,87,585.099176
-11.497511,103,585.158253
-11.023677,61,585.18555
-10.76269,88,585.218462
-11.331653,139,585.271313
-11.332932,92,585.314528
-2.1556606,132,585.400743
-11.410216,94,585.400819
-11.124428,177,585.40629
-10.7835245,123,585.484822
-11.085555,101,585.54888
-12.542421,117,585.565407
-10.818742,71,585.585567
-13.3607235,155,585.617172
-10.830051,61,585.649361
-10.843309,64,585.708259
-11.318596,98,585.72391
-10.77919,63,585.796757
-11.031536,183,585.805272
-11.388231,119,585.817623
-11.001957,71,585.823404
-10.946256,65,585.894143
-11.037643,58,585.905047
-10.995331,71,585.928946
-10.819717,91,585.939348
-10.779145,69,585.988839
-10.921444,73,586.006546
-10.794819,68,586.021907
-10.658045,97,586.07263
-11.146385,74,586.092092
-10.770426,71,586.10417
-11.280997,99,586.163478
-10.711958,101,586.214757
-10.895729,97,586.240504
-1.3674831,111,586.247664
-10.901792,82,586.354736
-10.9742775,63,586.407758
-11.280155,75,586.432388
-10.946759,60,586.439265
-11.159734,143,586.491948
-10.828768,71,586.529022
-11.001068,69,586.532763
-10.915203,123,586.576058
-10.703844,89,586.61362
-10.770476,87,586.653938
-11.072605,90,586.65397
-10.971534,64,586.665642
-11.125867,91,586.737799
-10.856877,90,586.776109
-11.489633,92,586.790586
-1.7396841,157,586.870232
-11.121803,100,586.878804
-10.992073,83,586.892137
-11.032885,64,586.966418
-12.255764,128,586.96957
-11.155104,107,587.019464
-10.689444,107,587.042732
-10.933659,95,587.105024
-10.773434,78,587.130297
-10.872897,121,587.1386
-10.835197,88,587.166251
-10.844103,94,587.23514
-10.749348,61,587.251904
-1.109107,100,587.270078
-1.4231167,135,587.325966
-10.958112,70,587.348603
-11.017834,76,587.37478
-11.143229,101,587.37629
-11.510391,87,587.476345
-10.9102125,73,587.484267
-1.1061268,122,587.502753
-11.158656,96,587.515892
-10.966407,77,587.582687
-10.974732,65,587.60462
-10.637592,88,587.625639
-10.866885,120,587.652831
-10.864553,79,587.690797
-11.077194,83,587.851142
-10.938517,122,587.859784
-10.743628,122,587.879427
-11.406428,91,587.904067
-11.048608,68,587.952792
-11.114662,70,587.975434
-10.882148,113,588.007295
-11.39889,82,588.017034
-10.962,91,588.080967
-10.849974,111,588.128186
-11.216425,93,588.144812
-10.78673,74,588.179894
-12.226133,150,588.21445
-10.799331,67,588.238257
-1.3654385,127,588.304446
-11.577485,126,588.351547
-11.032279,111,588.364023
-11.128822,132,588.414354
-10.886245,91,588.425121
-10.989531,93,588.478988
-10.797966,101,588.501774
-10.938423,64,588.513095
-11.058373,137,588.614525
-10.824278,68,588.61731
-10.965637,113,588.643774
-11.284893,115,588.671758
-10.998165,91,588.744774
-12.976185,102,588.76333
-10.79181,84,588.766166
-10.719289,112,588.832692
-10.8523655,76,588.85101
-10.634527,81,588.879063
-10.927406,123,588.937402
-10.919423,62,588.968319
-10.86418,101,588.995807
-10.923657,115,588.995847
-10.66387,66,589.032489
-11.072853,89,589.123527
-11.758698,126,589.149493
-10.9831085,110,589.153843
-10.859141,64,589.215674
-1.7468014,133,589.299879
-10.9165945,83,589.346941
-1.595355,115,589.396821
-10.798544,80,589.413275
-10.890879,87,589.415892
-11.105129,60,589.429009
-11.018719,98,589.530415
-10.995781,112,589.568341
-10.96211,111,589.569806
-11.743027,102,589.571324
-11.1359415,87,589.652643
-10.96325,61,589.653988
-10.819572,70,589.666712
-10.974469,73,589.672139
-10.790673,61,589.7395
-10.932618,66,589.763659
-10.770108,85,589.774897
-11.2795105,84,589.79374
-11.084114,59,589.842495
-11.39367,100,589.879912
-11.084446,91,589.899292
-10.968303,97,589.925927
-10.7347765,85,589.962031
-10.828541,67,589.973188
