#{"t_start": 1779600975.013974, "env_id": "None"}
r,l,t
-12.818185,87,1034.437651
-10.836178,102,1034.462704
-10.862465,170,1034.541468
-11.391654,154,1034.547661
-11.056053,180,1034.686939
-10.516332,125,1034.716654
-10.562081,144,1034.74879
-10.854418,242,1034.797741
-11.060709,96,1034.848908
-1.7582188,138,1034.876384
-10.968826,128,1034.970784
-10.882932,138,1035.063547
-10.814283,296,1035.15503
-11.408075,240,1035.17734
-11.355056,154,1035.18436
-11.124686,105,1035.298302
-11.050358,97,1035.310461
-10.762563,107,1035.330773
-11.080728,203,1035.342813
-11.153422,65,1035.433081
-11.048306,138,1035.503128
-11.287103,102,1035.576884
-2.4364557,236,1035.623892
-10.763605,113,1035.730532
-11.444954,291,1035.733446
-10.806847,91,1035.750073
-11.081139,195,1035.77083
-11.107665,97,1035.948989
-10.706008,100,1035.950523
-10.489871,104,1035.975307
-11.222435,133,1036.036817
-11.109716,126,1036.12102
-1.3035965,148,1036.152759
-11.09224,80,1036.224632
-10.976959,211,1036.259026
-11.258341,227,1036.342416
-10.77817,157,1036.363583
-11.062204,126,1036.430995
-11.039154,103,1036.502573
-10.7038145,207,1036.508404
-10.852896,107,1036.651124
-11.2557125,117,1036.659456
-11.732566,218,1036.723397
-10.943517,101,1036.794428
-11.250323,338,1036.795837
-11.777041,191,1036.906137
-10.905294,123,1036.959879
-11.237258,151,1036.996178
-11.06544,209,1037.003396
-10.711032,108,1037.050108
-10.513226,107,1037.107618
-10.717322,104,1037.142097
-11.043184,118,1037.169193
-11.045215,91,1037.23648
-10.413473,140,1037.330806
-10.569761,133,1037.419194
-11.076794,123,1037.431894
-11.051749,122,1037.491868
-11.686578,126,1037.511397
-1.0926943,116,1037.591399
-1.3026009,108,1037.661914
-10.844966,188,1037.675388
-11.122387,180,1037.742889
-10.529638,118,1037.753065
-10.850929,98,1037.796273
-1.0251846,157,1037.890409
-10.73439,109,1037.890452
-10.625326,109,1037.900039
-10.687412,66,1037.981387
-10.856868,131,1038.080848
-10.47686,214,1038.092542
-11.0787325,180,1038.140806
-11.211109,123,1038.152584
-10.772744,80,1038.258041
-10.749331,127,1038.262037
-11.045412,137,1038.319291
-11.077028,201,1038.351775
-11.308256,121,1038.424138
-0.94934845,152,1038.470602
-10.332643,125,1038.495604
-1.0950489,126,1038.526964
-10.872878,95,1038.553596
-11.12406,92,1038.596876
-10.874079,108,1038.645387
-1.102148,125,1038.6962
-11.037883,131,1038.810898
-11.066168,88,1038.89367
-1.4131422,138,1038.907132
-10.836532,83,1038.921836
-10.596243,239,1039.001304
-10.829478,131,1039.075386
-10.925881,117,1039.085598
-10.663582,128,1039.085633
-10.757962,119,1039.161467
-1.1006842,109,1039.22112
-11.183946,148,1039.280382
-11.083712,156,1039.294403
-10.816631,148,1039.364419
-10.891291,107,1039.369095
-10.928519,98,1039.434429
-10.824434,145,1039.485327
-11.190783,80,1039.53947
-1.3718204,160,1039.58521
-10.250488,221,1039.661621
-11.180962,96,1039.666008
-10.714957,75,1039.6841
-10.958614,237,1039.791832
-11.53794,101,1039.793244
-11.267086,65,1039.877764
-12.586949,179,1039.891111
-11.248897,212,1039.955212
-11.935986,170,1040.013428
-10.834906,116,1040.030692
-10.807082,132,1040.214192
-10.903476,209,1040.256335
-10.78294,83,1040.338736
-11.094303,214,1040.397847
-11.254195,102,1040.40226
-10.735134,102,1040.479177
-1.6115046,89,1040.526389
-11.19301,113,1040.554963
-11.992142,330,1040.577068
-1.1447096,162,1040.707274
-11.465114,166,1040.757065
-10.417614,164,1040.785095
-10.960849,162,1040.803073
-10.820986,101,1040.848275
-10.820392,162,1040.97793
-12.059554,211,1041.077095
-10.983517,179,1041.094783
-10.511451,129,1041.158955
-11.625549,282,1041.18407
-1.0601664,78,1041.191884
-10.998687,136,1041.249031
-13.431309,124,1041.338126
-10.859267,79,1041.34817
-11.000787,139,1041.368629
-11.389741,183,1041.38785
-10.7196865,102,1041.479226
-10.854692,104,1041.490835
-10.964143,106,1041.531272
-10.803287,132,1041.548003
-11.252294,89,1041.742007
-10.643908,133,1041.814745
-11.616483,263,1041.919479
-11.484935,281,1041.955337
-11.047286,139,1041.998368
-11.490926,94,1042.043817
-10.639796,261,1042.094597
-10.767504,109,1042.108179
-10.717413,101,1042.146797
-12.224741,66,1042.189822
-11.015005,109,1042.203273
-11.412802,121,1042.27925
-11.068199,100,1042.343568
-11.362165,186,1042.449109
-1.3388596,217,1042.449164
-10.587968,230,1042.593976
-10.995983,162,1042.66941
-10.815818,176,1042.689331
-10.622582,280,1042.726676
-10.728544,94,1042.823432
-11.719905,175,1042.841028
-11.321604,103,1042.871591
-10.096147,154,1042.882673
-10.677382,102,1042.957322
-11.153589,78,1042.986769
-11.229797,114,1042.990675
-1.3833342,161,1043.162898
-10.795163,105,1043.177938
-11.087819,145,1043.375707
-11.766607,233,1043.386349
-13.424084,236,1043.495688
-10.726058,82,1043.50745
-11.522959,321,1043.511349
-11.070297,104,1043.526787
-11.151574,73,1043.593174
-11.077238,88,1043.621832
-12.39946,92,1043.650883
-11.014952,140,1043.700684
-10.546014,114,1043.779072
-11.601432,100,1043.784455
-11.273783,137,1043.884705
-11.499139,95,1043.907038
-11.059962,234,1043.909797
-10.815321,84,1044.020427
-12.195839,120,1044.04807
-1.070034,108,1044.056975
-11.358087,219,1044.080842
-10.899579,86,1044.170921
-10.536408,141,1044.211631
-12.675922,150,1044.251181
-13.150419,164,1044.298006
-10.664671,158,1044.38444
-1.1135225,155,1044.419957
-10.712339,136,1044.434147
-1.0449247,162,1044.597111
-10.942161,129,1044.637176
-11.109547,166,1044.746151
-11.445742,153,1044.815886
-11.243029,166,1044.874395
-10.574183,116,1044.906915
-11.571042,307,1044.928673
-10.815862,120,1045.039599
-11.108935,136,1045.093531
-10.769052,151,1045.130071
-10.818053,89,1045.158156
-11.035645,69,1045.223545
-12.227837,326,1045.259091
-11.234076,157,1045.311857
-13.035693,141,1045.360164
-10.890392,121,1045.43714
-10.877825,135,1045.496082
-11.038696,120,1045.52278
-10.682582,111,1045.587344
-10.788817,138,1045.68557
-10.878916,82,1045.700027
-1.0682478,155,1045.735232
-10.848845,370,1045.739597
-11.226171,105,1045.843355
-11.728062,115,1045.843418
-11.223441,110,1045.881489
-10.86979,82,1046.018179
-11.759803,159,1046.020943
-10.929969,86,1046.023479
-11.575779,106,1046.099613
-10.814741,106,1046.16794
-10.494333,141,1046.210315
-10.516594,159,1046.239712
-10.90975,139,1046.288206
-1.3550167,106,1046.31797
-10.856089,108,1046.391587
-10.976445,77,1046.395845
-10.5357,249,1046.555817
-11.004638,195,1046.585532
-10.778123,141,1046.588476
-11.5795765,232,1046.717605
-10.753465,116,1046.753858
-10.8823185,75,1046.820052
-10.798203,201,1046.840073
-1.5450821,206,1046.875686
-11.038399,67,1046.910094
-10.7569275,93,1046.972138
-10.919891,173,1046.995041
-11.211881,99,1047.018784
-10.868653,80,1047.025771
-10.86508,130,1047.153622
-1.1691275,127,1047.196268
-11.078848,191,1047.260853
-11.117216,89,1047.318038
-11.554762,252,1047.373887
-11.523583,99,1047.476649
-10.780862,97,1047.533552
-10.785767,101,1047.597512
-12.35293,287,1047.631628
-10.437874,134,1047.663047
-10.736712,84,1047.77654
-11.112525,162,1047.811764
-11.070689,172,1047.860649
-10.892689,123,1047.943656
-10.818725,108,1047.964009
-11.940817,322,1047.974186
-10.795603,83,1047.978538
-11.108082,109,1048.127478
-11.183994,135,1048.133234
-10.43813,136,1048.155563
-10.472842,137,1048.170098
-10.864268,100,1048.263941
-10.967926,76,1048.267832
-10.40592,178,1048.360428
-10.695411,172,1048.378306
-11.360396,115,1048.417224
-11.429579,170,1048.494705
-11.218719,110,1048.535556
-10.945639,110,1048.578933
-11.096452,168,1048.601966
-11.1058445,90,1048.655673
-11.821671,95,1048.701097
-11.12512,149,1048.704103
-10.84994,94,1048.725107
-10.689966,107,1048.813038
-10.2630625,122,1048.976816
-10.93055,147,1048.990259
-11.24932,123,1049.053957
-11.452504,100,1049.131914
-10.994423,114,1049.136757
-12.670262,309,1049.221789
-11.192662,66,1049.235669
-11.4857645,109,1049.381306
-10.879235,264,1049.427209
-10.999043,252,1049.479677
-11.75031,241,1049.546761
-11.002268,103,1049.567324
-10.582656,125,1049.710618
-12.270554,127,1049.731975
-11.050982,199,1049.741799
-9.692473,287,1049.760812
-10.37375,124,1049.918582
-11.352834,146,1049.925127
-11.828093,112,1049.932226
-10.901359,66,1050.024794
-1.9618092,203,1050.040091
-11.182889,91,1050.052223
-10.746701,72,1050.167245
-10.697851,220,1050.238008
-11.53978,170,1050.274671
-11.538895,195,1050.323648
-11.194967,75,1050.424063
-11.203352,171,1050.486764
-10.685346,99,1050.495253
-11.129177,109,1050.558705
-10.86812,135,1050.608004
-10.832193,85,1050.60805
-10.644618,113,1050.760722
-10.869615,207,1050.764619
-10.802429,177,1050.793625
-2.076487,167,1050.839312
-11.188799,100,1050.910585
-10.452344,129,1050.947114
-10.809272,85,1050.962346
-10.781443,131,1051.090767
-10.793641,210,1051.092119
-1.2899952,101,1051.098642
-10.948758,132,1051.126112
-10.757049,82,1051.243429
-11.117348,138,1051.289762
-11.058459,165,1051.32212
-10.810838,114,1051.400339
-10.819,105,1051.464711
-10.995896,129,1051.467549
-13.077538,285,1051.483296
-11.039048,109,1051.612282
-11.413319,221,1051.70032
-10.523387,176,1051.706895
-10.904836,190,1051.741496
-10.807821,118,1051.773038
-11.02157,135,1051.974692
-1.2524652,136,1052.012993
-11.348361,191,1052.052597
-11.06878,151,1052.0724
-1.1485014,120,1052.14804
-1.3237658,171,1052.310672
-11.226404,228,1052.374328
-11.159562,258,1052.383464
-10.471406,191,1052.421225
-10.8125925,101,1052.532411
-10.634207,82,1052.541687
-1.1168518,154,1052.592887
-10.7992935,207,1052.609713
-10.776426,75,1052.635388
-11.044568,109,1052.69428
-11.21176,89,1052.717377
-11.54727,91,1052.757612
-11.225053,94,1052.841941
-11.620044,268,1052.970206
-11.835715,174,1052.991108
-2.0091586,228,1052.997287
-12.071927,141,1053.03422
-11.305616,126,1053.140434
-10.817597,109,1053.143334
-10.718259,84,1053.146096
-11.221155,192,1053.248179
-11.103256,110,1053.380286
-11.5375395,128,1053.400168
-10.732387,147,1053.429872
-11.264116,97,1053.467525
-10.709409,114,1053.551735
-1.7366543,97,1053.557484
-10.719343,111,1053.617129
-10.955212,75,1053.659925
-11.051912,118,1053.71142
-11.615728,289,1053.770947
-11.005459,86,1053.776763
-11.047407,140,1053.91467
-10.535678,117,1053.949611
-10.032217,249,1053.969114
-10.544903,171,1054.020991
-11.415293,111,1054.106312
-10.686826,160,1054.137352
-10.453172,132,1054.150845
-10.649579,103,1054.160122
-10.728479,99,1054.235088
-11.083111,114,1054.287787
-10.513694,142,1054.347932
-11.168042,149,1054.347975
-10.67507,117,1054.509465
-11.169041,128,1054.52516
-10.410255,218,1054.532218
-10.7421875,210,1054.577338
-10.673667,70,1054.675064
-10.820646,112,1054.682117
-11.015527,136,1054.698965
-13.12961,160,1054.831533
-11.947042,153,1054.973213
-10.7248535,171,1055.0141
-11.818982,243,1055.084882
-10.827333,82,1055.123145
-11.047179,128,1055.143444
-11.478242,243,1055.164895
-12.111869,119,1055.250321
-10.735243,94,1055.37755
-1.6920652,183,1055.39857
-10.474148,173,1055.405864
-11.786419,206,1055.410863
-1.4462013,117,1055.54259
-10.876621,115,1055.558713
-10.956336,145,1055.610607
-1.2871313,169,1055.639325
-10.861943,108,1055.689387
-10.714107,90,1055.759532
-10.922749,173,1055.789974
-11.595038,143,1055.874427
0.42547798,246,1055.93284
-11.656674,186,1055.996142
-11.526576,186,1056.028057
-11.556842,190,1056.259098
-10.662414,244,1056.272811
-11.222076,173,1056.306102
-12.479585,166,1056.328362
-10.989065,106,1056.413842
-10.809356,133,1056.435893
-11.0785265,111,1056.479297
-10.69718,138,1056.493222
-11.096852,66,1056.529539
-11.300571,98,1056.550084
-10.935882,94,1056.619236
-10.810926,124,1056.643685
-1.5650253,110,1056.692957
-11.329304,174,1056.753949
-11.471472,93,1056.760673
-10.632603,176,1056.839707
-11.368608,95,1056.881871
-10.849239,191,1056.93892
-1.2563267,144,1056.941549
-10.729704,101,1056.975901
-10.717267,87,1057.00008
-11.558892,73,1057.042837
-10.70236,109,1057.122369
-11.470159,94,1057.165057
-11.388834,172,1057.169078
-10.910874,136,1057.182206
-10.99166,91,1057.244743
-10.7228,111,1057.315148
-10.899147,111,1057.318977
-10.573874,137,1057.367408
-10.683111,134,1057.425493
-11.046529,101,1057.451342
-11.31089,180,1057.637604
-11.789905,105,1057.643388
-1.3971024,157,1057.656065
-11.162046,158,1057.738711
-11.3716755,132,1057.820018
-12.27552,165,1057.870904
-11.692704,197,1057.928005
-11.447299,170,1057.975006
-11.184783,159,1058.035399
-11.098889,126,1058.094999
-10.978045,189,1058.122802
-10.542507,125,1058.195751
-11.287094,209,1058.251497
-11.427569,143,1058.285196
-11.145835,84,1058.316551
-11.347891,171,1058.357551
-11.406844,134,1058.473904
-10.752988,164,1058.543033
-10.723052,145,1058.556693
-11.35565,235,1058.576298
-10.722655,152,1058.677634
-11.13891,82,1058.687602
-11.05176,144,1058.731971
-11.4852495,77,1058.780452
-10.899016,215,1058.848273
-10.8521,117,1058.899566
-2.0192018,227,1059.079216
-11.174496,177,1059.108155
-11.1924305,179,1059.171056
-2.0897532,150,1059.180824
-10.896081,200,1059.34907
-11.007238,129,1059.356137
-11.652458,213,1059.393786
-10.941218,82,1059.453623
-11.852318,301,1059.568852
-11.288371,165,1059.606753
-10.44765,136,1059.635329
-11.877379,244,1059.675171
-11.549675,143,1059.75748
-10.834228,124,1059.769863
-11.348398,134,1059.846519
-10.908257,191,1059.881282
-10.630712,110,1059.900827
-10.673177,138,1059.95246
-10.873542,92,1059.973057
-10.98088,80,1060.011721
-10.799073,77,1060.057385
-11.758818,175,1060.120409
-10.869461,154,1060.181216
-11.004893,131,1060.187943
-10.997983,105,1060.199041
-11.076131,117,1060.284082
-10.906249,155,1060.505434
-1.6520691,104,1060.518998
-1.4477148,177,1060.526435
-11.287664,233,1060.599706
-2.4428535,119,1060.673242
-11.455375,119,1060.692178
-1.558444,175,1060.761374
-1.6847448,143,1060.795237
-11.015769,104,1060.906719
-10.89202,184,1060.944154
-11.5179,201,1060.948431
-11.331804,135,1060.979729
-10.777105,139,1061.086003
-11.062481,121,1061.106584
-10.750667,144,1061.168579
-10.884176,174,1061.173701
-11.02969,96,1061.216362
-10.750357,125,1061.272635
-10.645773,94,1061.296445
-10.568912,96,1061.304566
-11.088221,74,1061.394864
-10.639419,147,1061.415853
-10.533628,133,1061.486463
-12.538948,212,1061.564425
-10.912186,70,1061.581134
-12.404379,174,1061.653022
-12.046738,192,1061.658831
-10.847753,126,1061.75322
-10.842814,76,1061.762663
-11.730656,152,1061.77177
-11.472534,106,1061.798694
-12.0230465,123,1062.015326
-13.883314,167,1062.081592
-1.0058851,150,1062.093281
-10.537773,173,1062.098953
-11.603296,130,1062.285349
-11.612825,145,1062.287867
-11.926905,197,1062.289052
-12.186922,243,1062.441132
-10.521489,138,1062.485678
-10.735738,187,1062.555626
-10.676092,97,1062.576675
-10.6082115,212,1062.586215
-11.638549,128,1062.714161
-11.277078,115,1062.717993
-11.398284,117,1062.730913
-11.588593,231,1062.78172
-11.232624,113,1062.872074
-10.451722,142,1062.922271
-10.862656,193,1062.977736
-10.39877,147,1062.984971
-10.820896,87,1062.992595
-10.956466,124,1063.092257
-10.825766,114,1063.135152
-11.305547,177,1063.222385
-11.287924,208,1063.280533
-10.804987,120,1063.455998
-11.069153,233,1063.483308
-11.330656,244,1063.542286
-10.802839,164,1063.564608
-10.936906,92,1063.573671
-11.252577,150,1063.75206
-12.281968,201,1063.763849
-10.579656,136,1063.771343
-10.875669,78,1063.885295
-10.709034,101,1063.906617
-11.0375595,261,1063.994685
-11.015926,146,1064.024851
-10.675353,116,1064.095701
-10.9369545,97,1064.151647
-11.589892,137,1064.172106
-12.086646,113,1064.238977
-9.611369,258,1064.291186
-1.5569744,124,1064.308447
-1.7841606,191,1064.406844
-11.166456,142,1064.410418
-1.2648516,117,1064.457768
-9.989039,102,1064.550674
-11.020205,218,1064.573645
-10.90803,180,1064.660551
-10.729602,78,1064.684054
-11.894334,182,1064.708313
-1.1941719,111,1064.914596
-11.4142475,95,1064.917325
-11.653178,221,1064.939408
-13.186439,166,1064.967765
-10.875662,98,1065.052161
-0.5310278,161,1065.133288
-1.2363663,130,1065.142037
-1.5666494,155,1065.148261
-11.125534,96,1065.181319
-10.753479,87,1065.261092
-1.2375164,97,1065.281414
-10.610754,127,1065.306144
-1.4570379,119,1065.340437
-12.141217,178,1065.504912
-11.238823,122,1065.511019
-10.741136,68,1065.603751
-11.039874,219,1065.606288
-11.280792,249,1065.625694
-12.357037,116,1065.664875
-10.845799,136,1065.787313
-10.710979,96,1065.792581
-11.138405,126,1065.792629
-11.382804,143,1065.799042
-10.699063,68,1065.878833
-10.937845,86,1065.911759
-11.106425,123,1065.948021
-10.692233,109,1066.061734
-11.684171,96,1066.085167
-12.108384,152,1066.092889
-10.774023,242,1066.123642
-10.787971,98,1066.202372
-10.545883,114,1066.246197
-10.85806,123,1066.34707
-11.776644,118,1066.372096
-11.360602,83,1066.462014
-11.0845585,105,1066.514955
-11.164666,185,1066.57937
-1.3402376,120,1066.675265
-11.870067,311,1066.707956
-11.194481,110,1066.727632
-11.753,207,1066.739744
-10.857693,92,1066.848742
-10.776347,145,1066.869253
-10.774383,128,1066.878599
-10.7269945,74,1066.971189
-12.456614,176,1066.9779
-10.873339,102,1066.99045
